sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\ENG_GHM\deblicdreblic.wav,ICN/Q,,conj,R,deblic and dreblic                    deblic and doblic,,,,,0,28,28,25,,,,,5,6.334,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\fipothflipoth.wav,IS/ICN,,conj,R,fipoth and flipoth                      fipoth and dipoth,,,,,0,29,29,36,,,,,2,8.417,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\kettipkrettip.wav,ICN/Q,,conj,R,kettip and krettip                     kettip and kottip,,,,,0,30,30,27,,,,,4,5.234,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\feblicteblic.wav,IS/ICN,,conj,L,feblic and teblic                       feblic and fleblic ,,,,,0,31,31,39,,,,,4,5.073,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\shicketshucket.wav,Q/L,,conj,L,shicket and shucket              shicket and sheecket,,,,,0,32,32,7,,,,,2,5.115,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\settipgettip.wav,IS/ICN,,conj,L,settip and gettip                      settip and slettip,,,,,0,33,33,37,,,,,1,5.128,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\ferishflerish.wav,IS/ICN,,red,R,ferish-flerish                 ferish-terish,,,,,0,34,34,30,,,,,5,5.224,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\ditlendatlen.wav,ICN/Q,,conj,L,         ditlen and datlen                     ditlen and dritlen           ,,,,,0,35,35,26,,,,,4,5.455,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\tiglowtaglow.wav,ICN/Q,,red,L,tiglow-taglow                 tiglow-triglow,,,,,0,36,36,20,,,,,4,7.127,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\filkyfealky.wav,Q/L,,red,R,filky-fealky                  filky-fulky,,,,,0,37,37,0,,,,,4,4.253,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\diplerdoopler.wav,Q/L,,conj,L,dipler and doopler                  dipler and deepler,,,,,0,38,38,9,,,,,6,5.328,2016_Jan_19_1103,31.971980582,binomials,1,r108
C:\Users\viola\Desktop\ENG_GHM\bipretblipret.wav,ICN/Q,,red,R,bipret-blipret                 bipret-bapret,,,,,0,39,39,22,,,,,4,4.733,2016_Jan_19_1103,31.971980582,binomials,1,r108
