sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
,,,,,,,,,,,,,,space,14.9000630379,,,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\befoolpbefulp.wav,VL,befoolp and befulp                 befulp and befoolp,conj,R,,0,0,0,39,,,,,,,2,13.185,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\rebamrebat.wav,FS,rebam-rebat               rebat-rebam,red,R,,0,1,1,13,,,,,,,4,14.47,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\bepleckbeplock.wav,VQ,bepleck and beplock            beplock and bepleck,conj,L,,0,2,2,27,,,,,,,2,12.959,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\pichoogpichoon.wav,FS,pichoog and pichoon          pichoon and pichoog,conj,L,,0,3,3,16,,,,,,,5,11.309,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\linooctlinooc.wav,FCN,linooct and linooc                linooc and linooct,conj,R,,0,4,4,59,,,,,,,6,8.62,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\loskylesky.wav,VQ,losky and lesky                   lesky and losky,conj,R,,0,5,5,29,,,,,,,2,10.74,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\steloatsteloam.wav,FS,steloat and steloam           steloam and steloat,conj,L,,0,6,6,18,,,,,,,2,12.946,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\sladvinslidvin.wav,VQ,sladvin and slidvin                slidvin and sladvin,conj,R,,0,7,7,26,,,,,,,3,12.973,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\neasterheaster.wav,IS,neaster and heaster             heaster and neaster,conj,R,,0,8,8,5,,,,,,,5,10.486,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\beroapberoapt.wav,FCN,beroap-beroapt          beroapt-beroap,red,L,,0,9,9,52,,,,,,,1,8.558,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\kizzykrizzy.wav,ICN,kizzy-krizzy               krizzy-kizzy,red,L,,0,10,10,40,,,,,,,3,10.68,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\rigsterragster.wav,VQ,rigster and ragster                ragster and rigster,conj,L,,0,11,11,28,,,,,,,4,16.439,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\deckeldockel.wav,VQ,deckel-dockel                dockel-deckel,red,L,,0,12,12,23,,,,,,,3,10.337,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\plibsterpibster.wav,ICN,plibster and pibster              pibster and plibster,conj,R,,0,13,13,49,,,,,,,5,10.328,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\guskingluskin.wav,ICN,guskin-gluskin            gluskin-guskin,red,L,,0,14,14,42,,,,,,,1,10.313,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\deriptderip.wav,FCN,deript and derip                   derip and deript,conj,R,,0,15,15,57,,,,,,,5,10.361,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
C:\Users\viola\Desktop\ENG_GHM\hestamhestad.wav,FS,hestam and hestad            hestad and hestam,conj,R,,0,16,16,17,,,,,,,3,11.5,,,2016_Feb_16_1613,31.9762294211,binomials,1,r115
