sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\ENG_GHM\teskerresker.wav,IS,            tesker and resker               resker and tesker                 ,conj,R,,0,18,18,7,,,,,,,3,14.779,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\rizeptrizep.wav,FCN,rizept and rizep                   rizep and rizept,conj,R,,0,19,19,55,,,,,,,5,13.195,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\listerleaster.wav,VL,lister-leaster               leaster-lister,red,L,,0,20,20,30,,,,,,,1,11.64,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\bullgorboolgor.wav,VL,bullgor-boolgor            boolgor-bullgor,red,L,,0,21,21,33,,,,,,,2,14.845,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\kizzykrizzy.wav,ICN,kizzy-krizzy               krizzy-kizzy,red,L,,0,22,22,40,,,,,,,3,15.269,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\beroapberoapt.wav,FCN,beroap-beroapt          beroapt-beroap,red,L,,0,23,23,52,,,,,,,1,11.307,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\revecrevect.wav,FCN,revec-revect               revect-revec,red,L,,0,24,24,54,,,,,,,1,8.908,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\miscottmiscon.wav,FS,miscott-miscon          miscon-miscott,red,L,,0,25,25,14,,,,,,,5,13.28,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\plibsterpibster.wav,ICN,plibster and pibster              pibster and plibster,conj,R,,0,26,26,49,,,,,,,5,10.117,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\spoolkyspullky.wav,VL,spoolky and spullky              spullky and spoolky,conj,R,,0,27,27,35,,,,,,,4,11.889,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\redoolredoob.wav,FS,redool and redoob       redoob and redool,conj,R,,0,28,28,15,,,,,,,5,10.864,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\pichoogpichoon.wav,FS,pichoog and pichoon          pichoon and pichoog,conj,L,,0,29,29,16,,,,,,,4,11.411,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\biscowwiscow.wav,IS,biscow and wiscow              wiscow and biscow,conj,R,,0,30,30,9,,,,,,,4,11.181,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\lishooclishoon.wav,FS,lishooc-lishoon           lishoon-lishooc,red,L,,0,31,31,12,,,,,,,5,10.539,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\linooctlinooc.wav,FCN,linooct and linooc                linooc and linooct,conj,R,,0,32,32,59,,,,,,,5,9.844,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\bickeshbickel.wav,FS,bickesh-bickell           bickell-bickesh,red,L,,0,33,33,10,,,,,,,6,14.043,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\resteacresteact.wav,FCN,resteac and resteact            resteact and resteac,conj,L,,0,34,34,58,,,,,,,2,12.05,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\loogleboogle.wav,IS,loogle-boogle              boogle-loogle,red,L,,0,35,35,0,,,,,,,3,12.127,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\plengsterpengster.wav,ICN,plenster and penster            penster and plenster,conj,R,,0,36,36,47,,,,,,,4,11.928,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\guskingluskin.wav,ICN,guskin-gluskin            gluskin-guskin,red,L,,0,37,37,42,,,,,,,3,11.031,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\stockelsteckel.wav,VQ,stockel and steckel             steckel and stockel,conj,R,,0,38,38,25,,,,,,,6,13.011,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\ristyreasty.wav,VL,risty-reasty                 reasty-risty,red,L,,0,39,39,34,,,,,,,2,23.479,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\loskylesky.wav,VQ,losky and lesky                   lesky and losky,conj,R,,0,40,40,29,,,,,,,5,8.726,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\spettysetty.wav,ICN,spetty and setty                  setty and spetty,conj,R,,0,41,41,45,,,,,,,5,10.77,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fibsterfeabster.wav,VL,fibster and feabster               feabster and fibster,conj,L,,0,42,42,38,,,,,,,2,13.705,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\repooctrepooc.wav,FCN,repooct-repooc          repooc-repooct,red,R,,0,43,43,51,,,,,,,5,9.601,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\vertylerty.wav,IS,verty-lerty                   lerty-verty,red,R,,0,44,44,1,,,,,,,6,7.715,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\yoglitstoglits.wav,IS,yoglits and toglits                toglits and yoglits,conj,L,,0,45,45,8,,,,,,,5,10.216,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\cleesty-clisty.wav,VL,cleesty-clisty              clisty-cleesty,red,R,,0,46,46,32,,,,,,,5,11.293,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\befoolpbefulp.wav,VL,befoolp and befulp                 befulp and befoolp,conj,R,,0,47,47,39,,,,,,,2,10.245,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\horketnorket.wav,IS,horkit-norkit                norkit-horkit,red,L,,0,48,48,2,,,,,,,3,12.986,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\seroapseroapt.wav,FCN,seroap-seroapt          seroapt-seroap,red,L,,0,49,49,50,,,,,,,1,9.921,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\steloatsteloam.wav,FS,steloat and steloam           steloam and steloat,conj,L,,0,50,50,18,,,,,,,2,17.176,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\deriptderip.wav,FCN,deript and derip                   derip and deript,conj,R,,0,51,51,57,,,,,,,5,9.824,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fullsyfoolsy.wav,VL,fullsy and foolsy                    foolsy and fullsy,conj,L,,0,52,52,37,,,,,,,4,12.641,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\rigsterragster.wav,VQ,rigster and ragster                ragster and rigster,conj,L,,0,53,53,28,,,,,,,2,13.078,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\deefelheefel.wav,IS,deefel-heefel               heefel-deefel,red,R,,0,54,54,3,,,,,,,5,9.958,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fedooptfedoop.wav,FCN,fedoopt-fedoop           fedoop-fedoopt,red,R,,0,55,55,53,,,,,,,5,10.761,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\tefoiltefoig.wav,FS,tefoil and tefoig                  tefoig and tefoil,conj,R,,0,56,56,19,,,,,,,4,12.658,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\bockelbeckel.wav,VQ,bockel-beckel                beckel-bockel,red,R,,0,57,57,21,,,,,,,6,8.036,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\lomickgomick.wav,IS,lomick-gomick            gomick-lomick,red,L,,0,58,58,4,,,,,,,4,19.596,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\beetowbreetow.wav,ICN,beetow and breetow             breetow and beetow,conj,L,,0,59,59,48,,,,,,,2,8.835,,,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\vickervooker.wav,Q/L,,conj,L,vicker and voocker                 vicker and veecker,,,,,0,0,0,5,,,,,4,15.574,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\settipgettip.wav,IS/ICN,,conj,L,settip and gettip                      settip and slettip,,,,,0,1,1,37,,,,,4,15.53,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\tiglowtaglow.wav,ICN/Q,,red,L,tiglow-taglow                 tiglow-triglow,,,,,0,2,2,20,,,,,5,15.598,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\filkyfealky.wav,Q/L,,red,R,filky-fealky                  filky-fulky,,,,,0,3,3,0,,,,,6,9.616,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\deblicdreblic.wav,ICN/Q,,conj,R,deblic and dreblic                    deblic and doblic,,,,,0,4,4,25,,,,,5,11.344,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\kiplykriply.wav,ICN/Q,,red,R,kiply-kriply                    kiply-kaply,,,,,0,5,5,24,,,,,4,9.808,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\nicketnucket.wav,Q/L,,red,L,nicket-nooket              nicket-neeket,,,,,0,6,6,3,,,,,2,8.715,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fipothflipoth.wav,IS/ICN,,conj,R,fipoth and flipoth                      fipoth and dipoth,,,,,0,7,7,36,,,,,1,12.65,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\secklesteckle.wav,IS/ICN,,red,R,seckil-steckil               seckil-beckil,,,,,0,8,8,32,,,,,2,13.998,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\sipothbipoth.wav,IS/Q,,conj,L,          sipoth and bipoth                 sipoth and sapoth                    ,,,,,0,9,9,18,,,,,5,10.245,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\sipretsapret.wav,IS/Q,,red,R,sipret-sapret                  sipret-dipret,,,,,0,10,10,12,,,,,3,14.065,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\serishderish.wav,IS/Q,,red,L,serish-derish                  serish-sorish,,,,,0,11,11,13,,,,,2,10.707,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\seskykesky.wav,IS/ICN,,conj,L,sesky and kesky                    sesky and slesky ,,,,,0,12,12,35,,,,,5,14.233,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\cabickcabeeck.wav,Q/L,,conj,R,cabick  and cabeek               cabick and cabook,,,,,0,13,13,6,,,,,5,10.71,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\ditlendatlen.wav,ICN/Q,,conj,L,         ditlen and datlen                     ditlen and dritlen           ,,,,,0,14,14,26,,,,,1,13.58,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\figlowfliglow.wav,IS/ICN,,red,R,           figlow-fliglow                      figlow-biglow                               ,,,,,0,15,15,34,,,,,3,18.987,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\geskyglesky.wav,ICN/Q,,conj,R,gesky and glesky                    gesky and gosky,,,,,0,16,16,29,,,,,2,7.874,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\shicketshucket.wav,Q/L,,conj,L,shicket and shucket              shicket and sheecket,,,,,0,17,17,7,,,,,3,11.512,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\kettipkrettip.wav,ICN/Q,,conj,R,kettip and krettip                     kettip and kottip,,,,,0,18,18,27,,,,,2,12.214,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\berickbereack.wav,Q/L,,red,R,berick-bereek              berick-berook,,,,,0,19,19,4,,,,,6,10.336,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\sitlenpitlen.wav,IS/Q,,conj,L,sitlen and pitlen                      sitlen and satlen,,,,,0,20,20,16,,,,,5,10.775,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\bipretblipret.wav,ICN/Q,,red,R,bipret-blipret                 bipret-bapret,,,,,0,21,21,22,,,,,4,10.222,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\bilnerbulner.wav,Q/L,,red,L,bilner-bullner               bilner-bealner,,,,,0,22,22,1,,,,,1,8.298,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\filgerfeelger.wav,Q/L,,conj,R,filger and feelger                    filger and fulger,,,,,0,23,23,8,,,,,5,10.871,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\ferishflerish.wav,IS/ICN,,red,R,ferish-flerish                 ferish-terish,,,,,0,24,24,30,,,,,3,9.607,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\kerishklerish.wav,ICN/Q,,red,R,kerish-klerish                kerish-korish,,,,,0,25,25,21,,,,,2,9.722,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fettipfottip.wav,IS/Q,,conj,R,fettip and fottip                        fettip and bettip,,,,,0,26,26,17,,,,,2,9.191,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\feblickeblic.wav,IS/Q,,conj,L,feblic and keblic                      feblic and foblic,,,,,0,27,27,15,,,,,3,25.453,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\liknepleeknep.wav,Q/L,,red,R,liknep-leeknep             liknep-looknep,,,,,0,28,28,2,,,,,4,12.325,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\teckletackle.wav,ICN/Q,,red,L,teckil-tockil                   teckil-treckil,,,,,0,29,29,23,,,,,1,14.036,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\feskytesky.wav,IS/Q,,conj,L,fesky and tesky                      fesky and fosky,,,,,0,30,30,19,,,,,4,10.018,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\tipothtapoth.wav,ICN/Q,,conj,L,tipoth and tapoth                     tipoth and tripoth,,,,,0,31,31,28,,,,,2,10.306,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\siply-tiply.wav,IS/ICN,,red,L,siply-tiply                     siply-sliply,,,,,0,32,32,33,,,,,2,9.131,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fiprettipret.wav,IS/ICN,,red,L,          fipret-tipret                   fipret-flipret                   ,,,,,0,33,33,31,,,,,4,12.895,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\siglowsaglow.wav,IS/Q,,red,R,siglow-saglow                siglow-kiglow,,,,,0,34,34,14,,,,,4,18.016,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fitlenfritlen.wav,IS/ICN,,conj,R,fitlen and fritlen                        fitlen and kitlen   ,,,,,0,35,35,38,,,,,4,12.216,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\diplerdoopler.wav,Q/L,,conj,L,dipler and doopler                  dipler and deepler,,,,,0,36,36,9,,,,,3,11.17,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\fiplyfaply.wav,IS/Q,,red,R,fiply-faply                       fiply-biply,,,,,0,37,37,10,,,,,3,12.891,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\feblicteblic.wav,IS/ICN,,conj,L,feblic and teblic                       feblic and fleblic ,,,,,0,38,38,39,,,,,4,11.638,2016_Jan_14_1017,31.9865437373,binomials,1,r106
C:\Users\viola\Desktop\ENG_GHM\feckildeckil.wav,IS/Q,,red,L,feckil-deckil                   feckil-fockil,,,,,0,39,39,11,,,,,2,8.284,2016_Jan_14_1017,31.9865437373,binomials,1,r106
