sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\ENG_GHM\sladvinslidvin.wav,VQ,sladvin and slidvin                slidvin and sladvin,conj,R,,0,52,52,26,,,,,,,5,5.258,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\poolsterpullster.wav,VL,poolster-pullster          pullster-poolster,red,R,,0,53,53,31,,,,,,,5,10.087,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\revidrevad.wav,VQ,revid-revad                     revad-revid,red,L,,0,54,54,24,,,,,,,2,9.856,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\yoglitstoglits.wav,IS,yoglits and toglits                toglits and yoglits,conj,L,,0,55,55,8,,,,,,,5,7.131,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\croosetcooset.wav,ICN,crooset-cooset           cooset-crooset,red,R,,0,56,56,43,,,,,,,2,10.98,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\miscottmiscon.wav,FS,miscott-miscon          miscon-miscott,red,L,,0,57,57,14,,,,,,,5,6.069,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\fullsyfoolsy.wav,VL,fullsy and foolsy                    foolsy and fullsy,conj,L,,0,58,58,37,,,,,,,3,7.723,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\pichoogpichoon.wav,FS,pichoog and pichoon          pichoon and pichoog,conj,L,,0,59,59,16,,,,,,,3,6.754,,,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\figlowfliglow.wav,IS/ICN,,red,R,           figlow-fliglow                      figlow-biglow                               ,,,,,0,0,0,34,,,,,5,9.838,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\ditlendatlen.wav,ICN/Q,,conj,L,         ditlen and datlen                     ditlen and dritlen           ,,,,,0,1,1,26,,,,,2,10.631,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\filgerfeelger.wav,Q/L,,conj,R,filger and feelger                    filger and fulger,,,,,0,2,2,8,,,,,2,7.955,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\deblicdreblic.wav,ICN/Q,,conj,R,deblic and dreblic                    deblic and doblic,,,,,0,3,3,25,,,,,5,9.849,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\tiglowtaglow.wav,ICN/Q,,red,L,tiglow-taglow                 tiglow-triglow,,,,,0,4,4,20,,,,,1,5.423,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\kerishklerish.wav,ICN/Q,,red,R,kerish-klerish                kerish-korish,,,,,0,5,5,21,,,,,1,5.458,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\fiplyfaply.wav,IS/Q,,red,R,fiply-faply                       fiply-biply,,,,,0,6,6,10,,,,,6,6.624,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\ferishflerish.wav,IS/ICN,,red,R,ferish-flerish                 ferish-terish,,,,,0,7,7,30,,,,,6,4.543,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\siglowsaglow.wav,IS/Q,,red,R,siglow-saglow                siglow-kiglow,,,,,0,8,8,14,,,,,6,4.672,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\teckletackle.wav,ICN/Q,,red,L,teckil-tockil                   teckil-treckil,,,,,0,9,9,23,,,,,5,7.97,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\sipothbipoth.wav,IS/Q,,conj,L,          sipoth and bipoth                 sipoth and sapoth                    ,,,,,0,10,10,18,,,,,6,5.962,2016_Feb_11_1535,31.9695925697,binomials,1,r114
C:\Users\viola\Desktop\ENG_GHM\feblickeblic.wav,IS/Q,,conj,L,feblic and keblic                      feblic and foblic,,,,,0,11,11,15,,,,,1,5.867,2016_Feb_11_1535,31.9695925697,binomials,1,r114
