sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\ENG_GHM\tefoiltefoig.wav,FS,tefoil and tefoig                  tefoig and tefoil,conj,R,,0,17,17,19,,,,,,,5,5.131,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fibsterfeabster.wav,VL,fibster and feabster               feabster and fibster,conj,L,,0,18,18,38,,,,,,,3,8.26,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\loskylesky.wav,VQ,losky and lesky                   lesky and losky,conj,R,,0,19,19,29,,,,,,,2,5.381,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\lomickgomick.wav,IS,lomick-gomick            gomick-lomick,red,L,,0,20,20,4,,,,,,,1,4.534,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\lishooclishoon.wav,FS,lishooc-lishoon           lishoon-lishooc,red,L,,0,21,21,12,,,,,,,2,6.188,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\kizzykrizzy.wav,ICN,kizzy-krizzy               krizzy-kizzy,red,L,,0,22,22,40,,,,,,,4,4.355,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\pleefterplifter.wav,VL,pleefter and plifter                 plifter and pleefter,conj,R,,0,23,23,36,,,,,,,4,8.183,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\ristyreasty.wav,VL,risty-reasty                 reasty-risty,red,L,,0,24,24,34,,,,,,,2,5.734,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\rebamrebat.wav,FS,rebam-rebat               rebat-rebam,red,R,,0,25,25,13,,,,,,,2,5.961,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\redoolredoob.wav,FS,redool and redoob       redoob and redool,conj,R,,0,26,26,15,,,,,,,5,5.025,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\yoglitstoglits.wav,IS,yoglits and toglits                toglits and yoglits,conj,L,,0,27,27,8,,,,,,,3,5.059,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sigglestiggle.wav,ICN,siggle and stiggle                stiggle and siggle,conj,L,,0,28,28,46,,,,,,,2,4.722,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\resteacresteact.wav,FCN,resteac and resteact            resteact and resteac,conj,L,,0,29,29,58,,,,,,,2,5.546,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\booteecboteect.wav,FCN,boteec and boteect              boteect and boteec,conj,L,,0,30,30,56,,,,,,,2,9.689,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\vertylerty.wav,IS,verty-lerty                   lerty-verty,red,R,,0,31,31,1,,,,,,,1,4.817,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\miscottmiscon.wav,FS,miscott-miscon          miscon-miscott,red,L,,0,32,32,14,,,,,,,3,10.337,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bickeshbickel.wav,FS,bickesh-bickell           bickell-bickesh,red,L,,0,33,33,10,,,,,,,4,8.054,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sponersoner.wav,ICN,sponer-soner              soner-sponer,red,R,,0,34,34,41,,,,,,,3,9.748,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fedooptfedoop.wav,FCN,fedoopt-fedoop           fedoop-fedoopt,red,R,,0,35,35,53,,,,,,,3,5.835,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\repooctrepooc.wav,FCN,repooct-repooc          repooc-repooct,red,R,,0,36,36,51,,,,,,,3,5.818,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\spettysetty.wav,ICN,spetty and setty                  setty and spetty,conj,R,,0,37,37,45,,,,,,,5,4.027,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\loogleboogle.wav,IS,loogle-boogle              boogle-loogle,red,L,,0,38,38,0,,,,,,,1,6.305,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\seroapseroapt.wav,FCN,seroap-seroapt          seroapt-seroap,red,L,,0,39,39,50,,,,,,,1,5.347,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\biscowwiscow.wav,IS,biscow and wiscow              wiscow and biscow,conj,R,,0,40,40,9,,,,,,,5,4.184,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\rizeptrizep.wav,FCN,rizept and rizep                   rizep and rizept,conj,R,,0,41,41,55,,,,,,,2,6.785,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\guskingluskin.wav,ICN,guskin-gluskin            gluskin-guskin,red,L,,0,42,42,42,,,,,,,2,8.872,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\horketnorket.wav,IS,horkit-norkit                norkit-horkit,red,L,,0,43,43,2,,,,,,,2,4.841,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bockelbeckel.wav,VQ,bockel-beckel                beckel-bockel,red,R,,0,44,44,21,,,,,,,6,3.896,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\cleesty-clisty.wav,VL,cleesty-clisty              clisty-cleesty,red,R,,0,45,45,32,,,,,,,5,4.573,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\poolsterpullster.wav,VL,poolster-pullster          pullster-poolster,red,R,,0,46,46,31,,,,,,,4,4.972,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bullgorboolgor.wav,VL,bullgor-boolgor            boolgor-bullgor,red,L,,0,47,47,33,,,,,,,3,9.974,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\feckinfreckin.wav,ICN,feckin-freckin              freckin-feckin,red,L,,0,48,48,44,,,,,,,4,4.431,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\rigsterragster.wav,VQ,rigster and ragster                ragster and rigster,conj,L,,0,49,49,28,,,,,,,2,8.501,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fullsyfoolsy.wav,VL,fullsy and foolsy                    foolsy and fullsy,conj,L,,0,50,50,37,,,,,,,3,4.963,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bepleckbeplock.wav,VQ,bepleck and beplock            beplock and bepleck,conj,L,,0,51,51,27,,,,,,,6,7.894,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\listerleaster.wav,VL,lister-leaster               leaster-lister,red,L,,0,52,52,30,,,,,,,2,5.551,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\stockelsteckel.wav,VQ,stockel and steckel             steckel and stockel,conj,R,,0,53,53,25,,,,,,,3,7.076,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\revecrevect.wav,FCN,revec-revect               revect-revec,red,L,,0,54,54,54,,,,,,,2,7.879,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\deckeldockel.wav,VQ,deckel-dockel                dockel-deckel,red,L,,0,55,55,23,,,,,,,2,5.694,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\beetowbreetow.wav,ICN,beetow and breetow             breetow and beetow,conj,L,,0,56,56,48,,,,,,,3,7.669,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\beroapberoapt.wav,FCN,beroap-beroapt          beroapt-beroap,red,L,,0,57,57,52,,,,,,,3,5.419,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sladvinslidvin.wav,VQ,sladvin and slidvin                slidvin and sladvin,conj,R,,0,58,58,26,,,,,,,6,5.529,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\plengsterpengster.wav,ICN,plenster and penster            penster and plenster,conj,R,,0,59,59,47,,,,,,,5,3.672,,,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fettipfottip.wav,IS/Q,,conj,R,fettip and fottip                        fettip and bettip,,,,,0,0,0,17,,,,,4,9.232,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sitlenpitlen.wav,IS/Q,,conj,L,sitlen and pitlen                      sitlen and satlen,,,,,0,1,1,16,,,,,3,5.242,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\filgerfeelger.wav,Q/L,,conj,R,filger and feelger                    filger and fulger,,,,,0,2,2,8,,,,,2,8.022,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\feblicteblic.wav,IS/ICN,,conj,L,feblic and teblic                       feblic and fleblic ,,,,,0,3,3,39,,,,,1,7.029,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fiplyfaply.wav,IS/Q,,red,R,fiply-faply                       fiply-biply,,,,,0,4,4,10,,,,,4,5.205,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\siply-tiply.wav,IS/ICN,,red,L,siply-tiply                     siply-sliply,,,,,0,5,5,33,,,,,4,9.08,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\serishderish.wav,IS/Q,,red,L,serish-derish                  serish-sorish,,,,,0,6,6,13,,,,,1,6.166,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\deblicdreblic.wav,ICN/Q,,conj,R,deblic and dreblic                    deblic and doblic,,,,,0,7,7,25,,,,,2,4.863,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\ditlendatlen.wav,ICN/Q,,conj,L,         ditlen and datlen                     ditlen and dritlen           ,,,,,0,8,8,26,,,,,2,5.006,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\berickbereack.wav,Q/L,,red,R,berick-bereek              berick-berook,,,,,0,9,9,4,,,,,2,8.343,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fipothflipoth.wav,IS/ICN,,conj,R,fipoth and flipoth                      fipoth and dipoth,,,,,0,10,10,36,,,,,3,7.857,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\settipgettip.wav,IS/ICN,,conj,L,settip and gettip                      settip and slettip,,,,,0,11,11,37,,,,,1,6.966,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\shicketshucket.wav,Q/L,,conj,L,shicket and shucket              shicket and sheecket,,,,,0,12,12,7,,,,,2,6.444,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\tipothtapoth.wav,ICN/Q,,conj,L,tipoth and tapoth                     tipoth and tripoth,,,,,0,13,13,28,,,,,4,5.676,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\seskykesky.wav,IS/ICN,,conj,L,sesky and kesky                    sesky and slesky ,,,,,0,14,14,35,,,,,1,4.728,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\vickervooker.wav,Q/L,,conj,L,vicker and voocker                 vicker and veecker,,,,,0,15,15,5,,,,,2,4.895,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\nicketnucket.wav,Q/L,,red,L,nicket-nooket              nicket-neeket,,,,,0,16,16,3,,,,,2,4.594,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fitlenfritlen.wav,IS/ICN,,conj,R,fitlen and fritlen                        fitlen and kitlen   ,,,,,0,17,17,38,,,,,5,6.975,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\geskyglesky.wav,ICN/Q,,conj,R,gesky and glesky                    gesky and gosky,,,,,0,18,18,29,,,,,2,5.17,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\feckildeckil.wav,IS/Q,,red,L,feckil-deckil                   feckil-fockil,,,,,0,19,19,11,,,,,2,7.703,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sipretsapret.wav,IS/Q,,red,R,sipret-sapret                  sipret-dipret,,,,,0,20,20,12,,,,,6,5.233,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\teckletackle.wav,ICN/Q,,red,L,teckil-tockil                   teckil-treckil,,,,,0,21,21,23,,,,,5,6.802,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bilnerbulner.wav,Q/L,,red,L,bilner-bullner               bilner-bealner,,,,,0,22,22,1,,,,,1,5.644,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\diplerdoopler.wav,Q/L,,conj,L,dipler and doopler                  dipler and deepler,,,,,0,23,23,9,,,,,4,9.722,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\siglowsaglow.wav,IS/Q,,red,R,siglow-saglow                siglow-kiglow,,,,,0,24,24,14,,,,,1,6.101,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\feblickeblic.wav,IS/Q,,conj,L,feblic and keblic                      feblic and foblic,,,,,0,25,25,15,,,,,2,5.137,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\kerishklerish.wav,ICN/Q,,red,R,kerish-klerish                kerish-korish,,,,,0,26,26,21,,,,,2,4.424,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\figlowfliglow.wav,IS/ICN,,red,R,           figlow-fliglow                      figlow-biglow                               ,,,,,0,27,27,34,,,,,5,5.191,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\cabickcabeeck.wav,Q/L,,conj,R,cabick  and cabeek               cabick and cabook,,,,,0,28,28,6,,,,,2,5.949,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\liknepleeknep.wav,Q/L,,red,R,liknep-leeknep             liknep-looknep,,,,,0,29,29,2,,,,,4,4.688,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\bipretblipret.wav,ICN/Q,,red,R,bipret-blipret                 bipret-bapret,,,,,0,30,30,22,,,,,5,4.02,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\filkyfealky.wav,Q/L,,red,R,filky-fealky                  filky-fulky,,,,,0,31,31,0,,,,,6,5.273,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\fiprettipret.wav,IS/ICN,,red,L,          fipret-tipret                   fipret-flipret                   ,,,,,0,32,32,31,,,,,4,9.733,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\tiglowtaglow.wav,ICN/Q,,red,L,tiglow-taglow                 tiglow-triglow,,,,,0,33,33,20,,,,,2,6.685,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\kiplykriply.wav,ICN/Q,,red,R,kiply-kriply                    kiply-kaply,,,,,0,34,34,24,,,,,2,6.63,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\kettipkrettip.wav,ICN/Q,,conj,R,kettip and krettip                     kettip and kottip,,,,,0,35,35,27,,,,,3,5.972,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\ferishflerish.wav,IS/ICN,,red,R,ferish-flerish                 ferish-terish,,,,,0,36,36,30,,,,,4,5.849,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\feskytesky.wav,IS/Q,,conj,L,fesky and tesky                      fesky and fosky,,,,,0,37,37,19,,,,,3,4.493,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\sipothbipoth.wav,IS/Q,,conj,L,          sipoth and bipoth                 sipoth and sapoth                    ,,,,,0,38,38,18,,,,,2,4.679,2015_Dec_30_1211,32.0328727229,binomials,1,r102
C:\Users\viola\Desktop\ENG_GHM\secklesteckle.wav,IS/ICN,,red,R,seckil-steckil               seckil-beckil,,,,,0,39,39,32,,,,,2,9.586,2015_Dec_30_1211,32.0328727229,binomials,1,r102
