sound,rule,binomials,predicted_order,vowel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,space,3.22602884099,,,2019_Feb_04_1113,60.4108576385,English,001,r12,
fep_fop_flep.wav,CO/A,fep and fop           fep and flep,R,a,0,0,0,11,,,2,9.774,2019_Feb_04_1113,60.4108576385,English,001,r12,
shiz_shriz_shaz.wav,CO/A,shiz and shriz           shiz and shaz,L,h,0,1,1,10,,,5,14.843,2019_Feb_04_1113,60.4108576385,English,001,r12,
fev_fov_flev.wav,CO/A,fev and fov           fev and flev,R,a,0,2,2,15,,,1,5.988,2019_Feb_04_1113,60.4108576385,English,001,r12,
sem_slem_tem.wav,R/CO,sem and slem           sem and tem,R,none,0,3,3,23,,,3,23.112,2019_Feb_04_1113,60.4108576385,English,001,r12,
fep_kep_fop.wav,R/A,fep and kep           fep and fop,L,a,0,4,4,1,,,1,7.219,2019_Feb_04_1113,60.4108576385,English,001,r12,
sith_sath_tith.wav,R/A,sith and sath           sith and tith,R,h,0,5,5,8,,,5,8.674,2019_Feb_04_1113,60.4108576385,English,001,r12,
shiz_shaz_kiz.wav,R/A,shiz and shaz           shiz and kiz,R,h,0,6,6,0,,,2,5.73,2019_Feb_04_1113,60.4108576385,English,001,r12,
fev_kev_fov.wav,R/A,fev and kev           fev and fov,L,a,0,7,7,5,,,2,4.222,2019_Feb_04_1113,60.4108576385,English,001,r12,
siz_stiz_saz.wav,CO/A,siz and stiz           siz and saz,L,h,0,8,8,16,,,5,8.166,2019_Feb_04_1113,60.4108576385,English,001,r12,
sith_slith_sath.wav,CO/A,sith and slith           sith and sath,L,h,0,9,9,18,,,3,9.006,2019_Feb_04_1113,60.4108576385,English,001,r12,
siz_saz_piz.wav,R/A,siz and saz           siz and piz,R,h,0,10,10,6,,,2,8.961,2019_Feb_04_1113,60.4108576385,English,001,r12,
feth_fleth_teth.wav,R/CO,feth and fleth           feth and teth,R,none,0,11,11,29,,,2,9.566,2019_Feb_04_1113,60.4108576385,English,001,r12,
siff_piff_sliff.wav,R/CO,siff and piff           siff and sliff,L,none,0,12,12,22,,,2,4.366,2019_Feb_04_1113,60.4108576385,English,001,r12,
feth_teth_foth.wav,R/A,feth and teth           feth and foth,L,a,0,13,13,9,,,2,10.093,2019_Feb_04_1113,60.4108576385,English,001,r12,
fev_flev_kev.wav,R/CO,fev and flev           fev and kev,R,none,0,14,14,25,,,5,4.779,2019_Feb_04_1113,60.4108576385,English,001,r12,
siff_saff_piff.wav,R/A,siff and saff           siff and piff,R,h,0,15,15,2,,,5,17.668,2019_Feb_04_1113,60.4108576385,English,001,r12,
sitch_satch_kitch.wav,R/A,sitch and satch           sitch and kitch,R,h,0,16,16,4,,,4,9.059,2019_Feb_04_1113,60.4108576385,English,001,r12,
siz_piz_stiz.wav,R/CO,siz and piz           siz and stiz,L,none,0,17,17,26,,,2,6.183,2019_Feb_04_1113,60.4108576385,English,001,r12,
sith_tith_slith.wav,R/CO,sith and tith           sith and slith,L,none,0,18,18,28,,,2,8.465,2019_Feb_04_1113,60.4108576385,English,001,r12,
shiz_kiz_shriz.wav,R/CO,shiz and kiz           shiz and shriz,L,none,0,19,19,20,,,1,5.449,2019_Feb_04_1113,60.4108576385,English,001,r12,
feth_foth_fleth.wav,CO/A,feth and foth           feth and fleth,R,a,0,20,20,19,,,3,12.828,2019_Feb_04_1113,60.4108576385,English,001,r12,
fep_flep_kep.wav,R/CO,fep and flep           fep and kep,R,none,0,21,21,21,,,5,3.513,2019_Feb_04_1113,60.4108576385,English,001,r12,
thep_tep_thop.wav,R/A,thep and tep           thep and thop,L,a,0,22,22,7,,,2,5.107,2019_Feb_04_1113,60.4108576385,English,001,r12,
sem_som_slem.wav,CO/A,sem and som           sem and slem,R,a,0,23,23,13,,,5,6.546,2019_Feb_04_1113,60.4108576385,English,001,r12,
sem_tem_som.wav,R/A,sem and tem           sem and som,L,a,0,24,24,3,,,2,7.238,2019_Feb_04_1113,60.4108576385,English,001,r12,
sitch_kitch_smitch.wav,R/CO,sitch and kitch           sitch and smitch,L,none,0,25,25,24,,,2,4.534,2019_Feb_04_1113,60.4108576385,English,001,r12,
thep_thop_threp.wav,CO/A,thep and thop           thep and threp,R,a,0,26,26,17,,,2,4.945,2019_Feb_04_1113,60.4108576385,English,001,r12,
siff_sliff_saff.wav,CO/A,siff and sliff           siff and saff,L,h,0,27,27,12,,,2,8.134,2019_Feb_04_1113,60.4108576385,English,001,r12,
sitch_smitch_satch.wav,CO/A,sitch and smitch           sitch and satch,L,h,0,28,28,14,,,2,5.101,2019_Feb_04_1113,60.4108576385,English,001,r12,
thep_threp_tep.wav,R/CO,thep and threp           thep and tep,R,none,0,29,29,27,,,5,5.21,2019_Feb_04_1113,60.4108576385,English,001,r12,
