sound,rule,binomials,predicted_order,vowel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,space,3.66789304977,,,2018_Nov_13_1351,59.8397124462,English,001,r2,
siff_piff_sliff.wav,R/CO,siff and piff           siff and sliff,L,none,0,0,0,22,,,2,7.654,2018_Nov_13_1351,59.8397124462,English,001,r2,
shiz_shaz_kiz.wav,R/A,shiz and shaz           shiz and kiz,R,h,0,1,1,0,,,1,7.084,2018_Nov_13_1351,59.8397124462,English,001,r2,
thep_thop_threp.wav,CO/A,thep and thop           thep and threp,R,a,0,2,2,17,,,2,7.527,2018_Nov_13_1351,59.8397124462,English,001,r2,
fep_kep_fop.wav,R/A,fep and kep           fep and fop,L,a,0,3,3,1,,,6,6.121,2018_Nov_13_1351,59.8397124462,English,001,r2,
siz_stiz_saz.wav,CO/A,siz and stiz           siz and saz,L,h,0,4,4,16,,,5,8.392,2018_Nov_13_1351,59.8397124462,English,001,r2,
sem_tem_som.wav,R/A,sem and tem           sem and som,L,a,0,5,5,3,,,2,8.879,2018_Nov_13_1351,59.8397124462,English,001,r2,
shiz_kiz_shriz.wav,R/CO,shiz and kiz           shiz and shriz,L,none,0,6,6,20,,,2,8.145,2018_Nov_13_1351,59.8397124462,English,001,r2,
sith_sath_tith.wav,R/A,sith and sath           sith and tith,R,h,0,7,7,8,,,3,8.179,2018_Nov_13_1351,59.8397124462,English,001,r2,
sith_slith_sath.wav,CO/A,sith and slith           sith and sath,L,h,0,8,8,18,,,5,7.288,2018_Nov_13_1351,59.8397124462,English,001,r2,
fep_flep_kep.wav,R/CO,fep and flep           fep and kep,R,none,0,9,9,21,,,5,6.027,2018_Nov_13_1351,59.8397124462,English,001,r2,
sem_slem_tem.wav,R/CO,sem and slem           sem and tem,R,none,0,10,10,23,,,5,7.138,2018_Nov_13_1351,59.8397124462,English,001,r2,
sitch_kitch_smitch.wav,R/CO,sitch and kitch           sitch and smitch,L,none,0,11,11,24,,,6,7.452,2018_Nov_13_1351,59.8397124462,English,001,r2,
feth_foth_fleth.wav,CO/A,feth and foth           feth and fleth,R,a,0,12,12,19,,,2,8.059,2018_Nov_13_1351,59.8397124462,English,001,r2,
siff_saff_piff.wav,R/A,siff and saff           siff and piff,R,h,0,13,13,2,,,2,6.658,2018_Nov_13_1351,59.8397124462,English,001,r2,
feth_fleth_teth.wav,R/CO,feth and fleth           feth and teth,R,none,0,14,14,29,,,4,7.525,2018_Nov_13_1351,59.8397124462,English,001,r2,
fev_fov_flev.wav,CO/A,fev and fov           fev and flev,R,a,0,15,15,15,,,5,7.239,2018_Nov_13_1351,59.8397124462,English,001,r2,
siff_sliff_saff.wav,CO/A,siff and sliff           siff and saff,L,h,0,16,16,12,,,5,6.755,2018_Nov_13_1351,59.8397124462,English,001,r2,
sitch_satch_kitch.wav,R/A,sitch and satch           sitch and kitch,R,h,0,17,17,4,,,2,6.745,2018_Nov_13_1351,59.8397124462,English,001,r2,
feth_teth_foth.wav,R/A,feth and teth           feth and foth,L,a,0,18,18,9,,,5,8.881,2018_Nov_13_1351,59.8397124462,English,001,r2,
shiz_shriz_shaz.wav,CO/A,shiz and shriz           shiz and shaz,L,h,0,19,19,10,,,5,8.981,2018_Nov_13_1351,59.8397124462,English,001,r2,
siz_saz_piz.wav,R/A,siz and saz           siz and piz,R,h,0,20,20,6,,,4,7.045,2018_Nov_13_1351,59.8397124462,English,001,r2,
thep_threp_tep.wav,R/CO,thep and threp           thep and tep,R,none,0,21,21,27,,,2,6.926,2018_Nov_13_1351,59.8397124462,English,001,r2,
sem_som_slem.wav,CO/A,sem and som           sem and slem,R,a,0,22,22,13,,,4,6.611,2018_Nov_13_1351,59.8397124462,English,001,r2,
fep_fop_flep.wav,CO/A,fep and fop           fep and flep,R,a,0,23,23,11,,,2,7.243,2018_Nov_13_1351,59.8397124462,English,001,r2,
sith_tith_slith.wav,R/CO,sith and tith           sith and slith,L,none,0,24,24,28,,,2,8.749,2018_Nov_13_1351,59.8397124462,English,001,r2,
thep_tep_thop.wav,R/A,thep and tep           thep and thop,L,a,0,25,25,7,,,4,8.949,2018_Nov_13_1351,59.8397124462,English,001,r2,
sitch_smitch_satch.wav,CO/A,sitch and smitch           sitch and satch,L,h,0,26,26,14,,,4,8.464,2018_Nov_13_1351,59.8397124462,English,001,r2,
fev_kev_fov.wav,R/A,fev and kev           fev and fov,L,a,0,27,27,5,,,2,10.306,2018_Nov_13_1351,59.8397124462,English,001,r2,
fev_flev_kev.wav,R/CO,fev and flev           fev and kev,R,none,0,28,28,25,,,4,7.661,2018_Nov_13_1351,59.8397124462,English,001,r2,
siz_piz_stiz.wav,R/CO,siz and piz           siz and stiz,L,none,0,29,29,26,,,2,8.046,2018_Nov_13_1351,59.8397124462,English,001,r2,
