sound,rule,binomials,predicted_order,vowel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,space,2.72727598553,,,2019_Jan_30_1232,59.9037962812,English,001,r10,
fev_fov_flev.wav,CO/A,fev and fov           fev and flev,R,a,0,0,0,15,,,2,5.192,2019_Jan_30_1232,59.9037962812,English,001,r10,
sith_sath_tith.wav,R/A,sith and sath           sith and tith,R,h,0,1,1,8,,,4,11.372,2019_Jan_30_1232,59.9037962812,English,001,r10,
siz_saz_piz.wav,R/A,siz and saz           siz and piz,R,h,0,2,2,6,,,2,7.504,2019_Jan_30_1232,59.9037962812,English,001,r10,
fev_flev_kev.wav,R/CO,fev and flev           fev and kev,R,none,0,3,3,25,,,2,6.879,2019_Jan_30_1232,59.9037962812,English,001,r10,
shiz_kiz_shriz.wav,R/CO,shiz and kiz           shiz and shriz,L,none,0,4,4,20,,,4,8.869,2019_Jan_30_1232,59.9037962812,English,001,r10,
sem_tem_som.wav,R/A,sem and tem           sem and som,L,a,0,5,5,3,,,4,6.114,2019_Jan_30_1232,59.9037962812,English,001,r10,
sitch_satch_kitch.wav,R/A,sitch and satch           sitch and kitch,R,h,0,6,6,4,,,4,5.299,2019_Jan_30_1232,59.9037962812,English,001,r10,
sitch_smitch_satch.wav,CO/A,sitch and smitch           sitch and satch,L,h,0,7,7,14,,,5,8.305,2019_Jan_30_1232,59.9037962812,English,001,r10,
feth_teth_foth.wav,R/A,feth and teth           feth and foth,L,a,0,8,8,9,,,2,4.495,2019_Jan_30_1232,59.9037962812,English,001,r10,
siff_sliff_saff.wav,CO/A,siff and sliff           siff and saff,L,h,0,9,9,12,,,5,4.249,2019_Jan_30_1232,59.9037962812,English,001,r10,
siz_piz_stiz.wav,R/CO,siz and piz           siz and stiz,L,none,0,10,10,26,,,2,6.067,2019_Jan_30_1232,59.9037962812,English,001,r10,
fev_kev_fov.wav,R/A,fev and kev           fev and fov,L,a,0,11,11,5,,,5,3.302,2019_Jan_30_1232,59.9037962812,English,001,r10,
thep_tep_thop.wav,R/A,thep and tep           thep and thop,L,a,0,12,12,7,,,6,3.801,2019_Jan_30_1232,59.9037962812,English,001,r10,
fep_flep_kep.wav,R/CO,fep and flep           fep and kep,R,none,0,13,13,21,,,1,6.069,2019_Jan_30_1232,59.9037962812,English,001,r10,
siz_stiz_saz.wav,CO/A,siz and stiz           siz and saz,L,h,0,14,14,16,,,5,5.129,2019_Jan_30_1232,59.9037962812,English,001,r10,
fep_fop_flep.wav,CO/A,fep and fop           fep and flep,R,a,0,15,15,11,,,1,2.71,2019_Jan_30_1232,59.9037962812,English,001,r10,
feth_foth_fleth.wav,CO/A,feth and foth           feth and fleth,R,a,0,16,16,19,,,2,4.793,2019_Jan_30_1232,59.9037962812,English,001,r10,
feth_fleth_teth.wav,R/CO,feth and fleth           feth and teth,R,none,0,17,17,29,,,5,5.929,2019_Jan_30_1232,59.9037962812,English,001,r10,
shiz_shriz_shaz.wav,CO/A,shiz and shriz           shiz and shaz,L,h,0,18,18,10,,,5,3.696,2019_Jan_30_1232,59.9037962812,English,001,r10,
siff_piff_sliff.wav,R/CO,siff and piff           siff and sliff,L,none,0,19,19,22,,,6,3.555,2019_Jan_30_1232,59.9037962812,English,001,r10,
fep_kep_fop.wav,R/A,fep and kep           fep and fop,L,a,0,20,20,1,,,6,3.192,2019_Jan_30_1232,59.9037962812,English,001,r10,
sem_som_slem.wav,CO/A,sem and som           sem and slem,R,a,0,21,21,13,,,1,4.839,2019_Jan_30_1232,59.9037962812,English,001,r10,
sith_tith_slith.wav,R/CO,sith and tith           sith and slith,L,none,0,22,22,28,,,6,4.87,2019_Jan_30_1232,59.9037962812,English,001,r10,
shiz_shaz_kiz.wav,R/A,shiz and shaz           shiz and kiz,R,h,0,23,23,0,,,1,3.165,2019_Jan_30_1232,59.9037962812,English,001,r10,
sith_slith_sath.wav,CO/A,sith and slith           sith and sath,L,h,0,24,24,18,,,5,6.605,2019_Jan_30_1232,59.9037962812,English,001,r10,
sitch_kitch_smitch.wav,R/CO,sitch and kitch           sitch and smitch,L,none,0,25,25,24,,,1,8.407,2019_Jan_30_1232,59.9037962812,English,001,r10,
thep_threp_tep.wav,R/CO,thep and threp           thep and tep,R,none,0,26,26,27,,,5,4.07,2019_Jan_30_1232,59.9037962812,English,001,r10,
thep_thop_threp.wav,CO/A,thep and thop           thep and threp,R,a,0,27,27,17,,,2,4.499,2019_Jan_30_1232,59.9037962812,English,001,r10,
sem_slem_tem.wav,R/CO,sem and slem           sem and tem,R,none,0,28,28,23,,,4,3.217,2019_Jan_30_1232,59.9037962812,English,001,r10,
siff_saff_piff.wav,R/A,siff and saff           siff and piff,R,h,0,29,29,2,,,1,2.7,2019_Jan_30_1232,59.9037962812,English,001,r10,
