sound,rule,binomials,predicted_order,vowel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,space,6.19429812173,,,2019_Jan_23_1508,59.9930376397,English,001,r7,
shiz_shaz_kiz.wav,R/A,shiz and shaz           shiz and kiz,R,h,0,0,0,0,,,2,13.391,2019_Jan_23_1508,59.9930376397,English,001,r7,
sith_slith_sath.wav,CO/A,sith and slith           sith and sath,L,h,0,1,1,18,,,2,19.343,2019_Jan_23_1508,59.9930376397,English,001,r7,
sith_sath_tith.wav,R/A,sith and sath           sith and tith,R,h,0,2,2,8,,,3,21.223,2019_Jan_23_1508,59.9930376397,English,001,r7,
siz_saz_piz.wav,R/A,siz and saz           siz and piz,R,h,0,3,3,6,,,2,11.692,2019_Jan_23_1508,59.9930376397,English,001,r7,
sem_slem_tem.wav,R/CO,sem and slem           sem and tem,R,none,0,4,4,23,,,4,10.298,2019_Jan_23_1508,59.9930376397,English,001,r7,
shiz_shriz_shaz.wav,CO/A,shiz and shriz           shiz and shaz,L,h,0,5,5,10,,,4,10.678,2019_Jan_23_1508,59.9930376397,English,001,r7,
siff_sliff_saff.wav,CO/A,siff and sliff           siff and saff,L,h,0,6,6,12,,,3,20.241,2019_Jan_23_1508,59.9930376397,English,001,r7,
shiz_kiz_shriz.wav,R/CO,shiz and kiz           shiz and shriz,L,none,0,7,7,20,,,2,15.307,2019_Jan_23_1508,59.9930376397,English,001,r7,
fev_flev_kev.wav,R/CO,fev and flev           fev and kev,R,none,0,8,8,25,,,5,10.827,2019_Jan_23_1508,59.9930376397,English,001,r7,
fep_flep_kep.wav,R/CO,fep and flep           fep and kep,R,none,0,9,9,21,,,2,7.861,2019_Jan_23_1508,59.9930376397,English,001,r7,
sith_tith_slith.wav,R/CO,sith and tith           sith and slith,L,none,0,10,10,28,,,4,9.928,2019_Jan_23_1508,59.9930376397,English,001,r7,
fev_fov_flev.wav,CO/A,fev and fov           fev and flev,R,a,0,11,11,15,,,2,8.579,2019_Jan_23_1508,59.9930376397,English,001,r7,
siff_saff_piff.wav,R/A,siff and saff           siff and piff,R,h,0,12,12,2,,,3,11.679,2019_Jan_23_1508,59.9930376397,English,001,r7,
sem_som_slem.wav,CO/A,sem and som           sem and slem,R,a,0,13,13,13,,,4,15.31,2019_Jan_23_1508,59.9930376397,English,001,r7,
feth_teth_foth.wav,R/A,feth and teth           feth and foth,L,a,0,14,14,9,,,5,8.913,2019_Jan_23_1508,59.9930376397,English,001,r7,
fep_fop_flep.wav,CO/A,fep and fop           fep and flep,R,a,0,15,15,11,,,4,8.645,2019_Jan_23_1508,59.9930376397,English,001,r7,
thep_tep_thop.wav,R/A,thep and tep           thep and thop,L,a,0,16,16,7,,,5,7.58,2019_Jan_23_1508,59.9930376397,English,001,r7,
feth_foth_fleth.wav,CO/A,feth and foth           feth and fleth,R,a,0,17,17,19,,,3,10.694,2019_Jan_23_1508,59.9930376397,English,001,r7,
sitch_satch_kitch.wav,R/A,sitch and satch           sitch and kitch,R,h,0,18,18,4,,,1,18.308,2019_Jan_23_1508,59.9930376397,English,001,r7,
fep_kep_fop.wav,R/A,fep and kep           fep and fop,L,a,0,19,19,1,,,2,8.444,2019_Jan_23_1508,59.9930376397,English,001,r7,
thep_thop_threp.wav,CO/A,thep and thop           thep and threp,R,a,0,20,20,17,,,4,7.179,2019_Jan_23_1508,59.9930376397,English,001,r7,
fev_kev_fov.wav,R/A,fev and kev           fev and fov,L,a,0,21,21,5,,,3,7.711,2019_Jan_23_1508,59.9930376397,English,001,r7,
sem_tem_som.wav,R/A,sem and tem           sem and som,L,a,0,22,22,3,,,4,8.91,2019_Jan_23_1508,59.9930376397,English,001,r7,
siff_piff_sliff.wav,R/CO,siff and piff           siff and sliff,L,none,0,23,23,22,,,4,9.028,2019_Jan_23_1508,59.9930376397,English,001,r7,
siz_piz_stiz.wav,R/CO,siz and piz           siz and stiz,L,none,0,24,24,26,,,5,13.371,2019_Jan_23_1508,59.9930376397,English,001,r7,
sitch_smitch_satch.wav,CO/A,sitch and smitch           sitch and satch,L,h,0,25,25,14,,,4,11.898,2019_Jan_23_1508,59.9930376397,English,001,r7,
siz_stiz_saz.wav,CO/A,siz and stiz           siz and saz,L,h,0,26,26,16,,,3,11.855,2019_Jan_23_1508,59.9930376397,English,001,r7,
sitch_kitch_smitch.wav,R/CO,sitch and kitch           sitch and smitch,L,none,0,27,27,24,,,5,5.047,2019_Jan_23_1508,59.9930376397,English,001,r7,
thep_threp_tep.wav,R/CO,thep and threp           thep and tep,R,none,0,28,28,27,,,2,8.028,2019_Jan_23_1508,59.9930376397,English,001,r7,
feth_fleth_teth.wav,R/CO,feth and fleth           feth and teth,R,none,0,29,29,29,,,4,11.995,2019_Jan_23_1508,59.9930376397,English,001,r7,
