sound,predicted_order,structure,binomials,misc,rule,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,date,frameRate,expName,session,participant
C:\Users\viola\Desktop\FR_GHM\pamiquelamique.wav,R,conj,ni pamique ni lamique         ni lamique ni pamique,diff,IS,0,29,29,5,,,,,,,1,5.22,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\coudincloudin.wav,L,conj,ni coudin ni cloudin           ni cloudin ni coudin,nan,ICN,0,30,30,48,,,,,,,4,9.731,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\codellecrodelle.wav,L,red,codelle-crodelle         crodelle-codelle,nan,ICN,0,31,31,40,,,,,,,3,6.819,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\padafepadafre.wav,L,red,padafe-padafre           padafre-padafe  ,fr,FCN,0,32,32,50,,,,,,,3,7.659,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\tiboufetiboufre.wav,L,red,tiboufe-tiboufre           tiboufre-tiboufe,fr,FCN,0,33,33,52,,,,,,,2,10.992,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\tilafretilafe.wav,R,conj,ni tilafre ni tilafe                 ni tilafe ni tilafre,fr,FCN,0,34,34,59,,,,,,,3,6.306,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\dalaifredalaife.wav,R,conj,ni dalaifre ni dalaife            ni dalaife ni dalaifre,fr,FCN,0,35,35,57,,,,,,,4,8.342,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\talaiquetalaime.wav,L,red,talaique-talaime        talaime-talaique        ,same,FS,0,36,36,12,,,,,,,5,7.382,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\rouzaperouzaille.wav,L,conj,ni rouzape ni rouzaille         ni rouzaille ni rouzape,diff,FS,0,37,37,18,,,,,,,1,7.328,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\gonaisgonin.wav,L,red,gonais-gonin             gonin-gonais,op,VN,0,38,38,23,,,,,,,6,8.257,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\rataferatalle.wav,L,red,ratafe-ratalle             ratalle-ratafe,same,FS,0,39,39,14,,,,,,,4,6.272,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\sapaiquesapoque.wav,L,conj,ni sapaique ni sapoque       ni sapoque ni sapaique,a,VQ,0,40,40,37,,,,,,,5,8.308,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\rinoulerinoupe.wav,R,red,rinoule-rinoupe          rinoupe-rinoule,diff,FS,0,41,41,11,,,,,,,6,6.766,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\raffotteraffette.wav,R,conj,ni raffotte ni raffette             ni raffette ni raffotte,a,VQ,0,42,42,35,,,,,,,5,11.947,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\plirotpirot.wav,R,conj,ni plirot ni pirot                  ni pirot ni plirot,nan,ICN,0,43,43,47,,,,,,,4,8.691,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\vulpontevulpotte.wav,R,conj,ni vulponte ni vulpotte         ni vulpotte ni vulponte,cl,VN,0,44,44,28,,,,,,,2,10.453,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\cadaillecadape.wav,R,conj,ni cadaille ni cadape           ni cadape ni cadaille,diff,FS,0,45,45,17,,,,,,,6,7.38,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\guinotterinotte.wav,R,red,guinotte-rinotte         rinotte-guinotte,diff,IS,0,46,46,3,,,,,,,3,9.438,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\gouvactegouvac.wav,R,conj,ni gouvacte ni gouvac         ni gouvac ni gouvacte,stop,FCN,0,47,47,55,,,,,,,4,5.939,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\noupetgoupet.wav,L,red,noupet-goupet          goupet-noupet,same,IS,0,48,48,0,,,,,,,3,9.019,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\capaiccapaicte.wav,L,conj,ni capaic ni capaicte          ni capaicte ni capaic,stop,FCN,0,49,49,58,,,,,,,2,11.212,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\chipanechipague.wav,R,red,chipane-chipague     chipague-chipane,same,FS,0,50,50,13,,,,,,,1,6.069,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\goudintegoudette.wav,R,red,goudinte-goudette     goudette-goudinte,cl,VN,0,51,51,20,,,,,,,6,7.968,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\bicafebicafre.wav,L,red,bicafe-bicafre             bicafre-bicafe,fr,FCN,0,52,52,54,,,,,,,4,7.6,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\salainestalaine.wav,L,red,salaine-stalaine         stalaine-salaine,nan,ICN,0,53,53,42,,,,,,,4,7.807,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\plamotteplamette.wav,R,conj,ni plamotte ni plamette       ni plamette ni plamotte,a,VQ,0,54,54,39,,,,,,,1,9.865,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\cazibecazille.wav,L,red,cazibe-cazille           cazille-cazibe,diff,FS,0,55,55,10,,,,,,,5,9.145,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
C:\Users\viola\Desktop\FR_GHM\traplintetraplette.wav,R,conj,ni traplinte ni traplette         ni traplette ni traplinte,cl,VN,0,56,56,26,,,,,,,5,10.27,,,2016_Mar_02_1509,31.94261834,binobino,1,r320
