sound,predicted_order,structure,binomials,misc,rule,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,date,frameRate,expName,session,participant
,,,,,,,,,,,,,,space,6.06851714,,,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\coubadecoubaille.wav,L,conj,ni coubade ni coubaille       ni coubaille ni coubade,diff,FS,0,0,0,16,,,,,,,3,17.173,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\pamiquelamique.wav,R,conj,ni pamique ni lamique         ni lamique ni pamique,diff,IS,0,1,1,5,,,,,,,1,5.7,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\capaiccapaicte.wav,L,conj,ni capaic ni capaicte          ni capaicte ni capaic,stop,FCN,0,2,2,58,,,,,,,4,10.665,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\gouvactegouvac.wav,R,conj,ni gouvacte ni gouvac         ni gouvac ni gouvacte,stop,FCN,0,3,3,55,,,,,,,1,12.328,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\cazibecazille.wav,L,red,cazibe-cazille           cazille-cazibe,diff,FS,0,4,4,10,,,,,,,1,9.612,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\chipanechipague.wav,R,red,chipane-chipague     chipague-chipane,same,FS,0,5,5,13,,,,,,,4,12.681,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\vulpontevulpotte.wav,R,conj,ni vulponte ni vulpotte         ni vulpotte ni vulponte,cl,VN,0,6,6,28,,,,,,,6,6.509,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\fomaigeflomaige.wav,L,conj,ni fomaige ni flomaige        ni flomaige ni fomaige,nan,ICN,0,7,7,46,,,,,,,6,6.594,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\flitaflitan.wav,L,conj,ni flita ni flitan                    ni flitan ni flita,op,VN,0,8,8,29,,,,,,,6,9.737,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\talaiquetalaime.wav,L,red,talaique-talaime        talaime-talaique        ,same,FS,0,9,9,12,,,,,,,1,6.258,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\davailedavaisse.wav,R,conj,ni davaile ni davaisse          ni davaisse ni davaile,same,FS,0,10,10,15,,,,,,,6,5.06,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
C:\Users\viola\Desktop\FR_GHM\ganoucteganouc.wav,R,red,ganoucte-ganouc       ganouc-ganoucte,stop,FCN,0,11,11,53,,,,,,,1,9.965,,,2016_Feb_29_1535,32.01240189,binobino,1,r318
