sound,predicted_order,structure,binomials,misc,rule,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,date,frameRate,expName,session,participant
,,,,,,,,,,,,,,space,14.24940865,,,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\ranaidecanaide.wav,L,conj,ni ranaide ni canaide           ni canaide ni ranaide,diff,IS,0,0,0,6,,,,,,,2,22.428,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\rinoulerinoupe.wav,R,red,rinoule-rinoupe          rinoupe-rinoule,diff,FS,0,1,1,11,,,,,,,1,11.81,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\capaiccapaicte.wav,L,conj,ni capaic ni capaicte          ni capaicte ni capaic,stop,FCN,0,2,2,58,,,,,,,5,15.621,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\calitecalate.wav,L,red,calite-calate             calate-calite,h,VQ,0,3,3,30,,,,,,,1,33.439,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\goudintegoudette.wav,R,red,goudinte-goudette     goudette-goudinte,cl,VN,0,4,4,20,,,,,,,1,15.247,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\raffotteraffette.wav,R,conj,ni raffotte ni raffette             ni raffette ni raffotte,a,VQ,0,5,5,35,,,,,,,1,20.068,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\madetgadet.wav,L,red,madet-gadet            gadet-madet,same,IS,0,6,6,4,,,,,,,6,9.322,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\davaisdavain.wav,L,conj,ni davais ni davain              ni davain ni davais,op,VN,0,7,7,27,,,,,,,6,16.287,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\brezouillebezouille.wav,R,red,brezouille-bezouille    bezouille-brezouille,nan,ICN,0,8,8,43,,,,,,,6,16.279,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\trapiletrapale.wav,L,conj,ni trapile ni trapale              ni trapale ni trapile,h,VQ,0,9,9,38,,,,,,,6,8.239,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\gonaisgonin.wav,L,red,gonais-gonin             gonin-gonais,op,VN,0,10,10,23,,,,,,,6,13.425,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\rataferatalle.wav,L,red,ratafe-ratalle             ratalle-ratafe,same,FS,0,11,11,14,,,,,,,5,15.013,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\talaiquetalaime.wav,L,red,talaique-talaime        talaime-talaique        ,same,FS,0,12,12,12,,,,,,,5,13.395,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\tuguettruguet.wav,L,red,tuguet-truguet            truguet-tuguet,nan,ICN,0,13,13,44,,,,,,,6,9.673,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\livottedivotte.wav,L,conj,ni livotte ni divotte               ni divotte ni livotte,diff,IS,0,14,14,8,,,,,,,6,7.297,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
C:\Users\viola\Desktop\FR_GHM\noupetgoupet.wav,L,red,noupet-goupet          goupet-noupet,same,IS,0,15,15,0,,,,,,,5,7.826,,,2016_Mar_15_1540,32.00370297,binobino,1,r321
